temperature,humidity,ph,MQ135 Value (ppm),Moisture,label
26.54348085,84.67353597,7.072655622,298,990,rice
23.35905428,83.59512273,5.333322606,293,1000,rice
22.61359953,63.69070564,5.749914421,260,1010,maize
26.10018422,71.57476937,6.931756558,256,1020,maize
23.55882094,71.59351368,6.657964753,249,10,maize
19.97215954,57.68272924,6.596060648,214,20,maize
18.47891261,62.69503871,5.970458434,389,30,maize
21.77689322,57.80840636,6.158830619,320,40,maize
25.6217169,66.50415474,6.047906679,330,50,maize
25.19192419,66.6902901,5.913664501,288,60,maize
20.41683147,62.5542482,5.855442401,354,70,maize
24.92162194,66.78627406,5.750254943,292,80,maize
23.31689124,73.4541537,5.852607099,274,90,maize
24.84016732,68.3584573,6.472523287,316,100,maize
22.27526694,58.84015925,6.967057762,358,110,maize
18.87751445,65.76816093,6.082973754,353,120,maize
25.19008683,60.2001687,5.919045532,380,130,maize
18.25405352,55.28220433,6.204747653,328,140,maize
24.6129118,70.4162444,6.600827017,225,150,maize
25.1420613,65.26185135,6.021902237,357,160,maize
23.09348056,60.1159381,6.033550195,364,170,maize
18.05033737,62.89366992,6.28886807,354,180,maize
24.9321581,73.80435276,6.550563823,233,190,maize
18.14710054,71.09445342,5.573286437,385,200,maize
18.28362235,66.65952796,6.829199275,335,210,maize
18.83344471,58.75082029,5.716222912,328,220,maize
25.71895816,67.22190688,5.54990242,337,230,maize
25.33797709,68.49835977,6.586244581,271,240,maize
23.89114571,57.48775781,5.893093135,370,250,maize
21.53574127,71.50905983,5.918263801,295,260,maize
23.08974909,63.10459626,5.588650585,221,270,maize
25.61707368,63.4711755,6.576418207,233,280,maize
21.44526922,63.1621551,6.178056304,295,290,maize
18.51816776,55.53128131,6.641906353,312,300,maize
22.53510514,67.99257471,6.489040367,314,310,maize
23.02038334,61.89472002,5.680361038,380,320,maize
24.89364635,65.61418761,6.625404348,363,330,maize
25.77175115,74.089114,6.524478032,356,340,maize
19.39851734,62.35750641,5.696205468,219,350,maize
21.54156232,59.64024162,6.803931519,314,360,maize
23.79746068,74.82913698,6.252797548,288,370,maize
18.9802729,74.52600826,6.092725883,300,380,maize
24.10859207,73.13112261,6.234330356,268,390,maize
24.7947077,70.04556743,5.722579819,204,400,maize
21.63162756,60.27766379,6.430616465,294,410,maize
25.37548751,57.21025565,5.983952675,201,420,maize
22.21738222,72.85462807,6.80163854,294,430,maize
20.58314011,69.00128641,6.499936446,308,440,maize
24.87502824,68.74248334,6.265564338,222,450,maize
20.03728219,56.35606753,6.727303282,317,460,maize
25.95263264,61.89082199,6.325235159,391,470,maize
19.28889933,65.47050802,6.807487794,254,480,maize
20.57981887,65.34583901,6.671085817,205,490,maize
24.71417533,56.73426469,6.648725327,366,500,maize
20.27317074,63.91281869,6.439071996,200,510,maize
18.41932981,64.23580251,6.474476516,313,520,maize
23.39128187,61.74427165,5.871647806,250,530,maize
19.84939404,61.24500053,5.730617109,218,540,maize
21.869274,61.91044947,5.850439831,279,550,maize
22.8056033,56.50768935,5.791649933,288,560,maize
19.0781471,69.02298571,6.740000688,276,570,maize
22.02720976,65.35549924,6.272417541,321,580,maize
23.80546189,59.24537979,5.715208817,248,590,maize
18.52510753,69.0276233,5.773454729,324,600,maize
23.50297882,61.32026065,5.584171461,315,610,maize
26.54986394,72.89187265,5.787268394,385,620,maize
19.29563411,69.63481219,5.77597783,236,630,maize
20.68899915,59.4375337,6.864793607,225,640,maize
19.32666088,68.034493,6.192360003,314,650,maize
24.60532218,73.58868502,6.636803223,261,660,maize
22.27373646,59.52193158,5.826426917,336,670,maize
25.70196694,61.33450447,6.960358276,274,680,maize
19.20129357,68.30578978,6.11275104,240,690,maize
21.70181447,60.47470519,6.708446922,393,700,maize
20.51716779,59.21235483,5.561510732,298,710,maize
23.30355338,73.62548442,5.873242491,315,720,maize
24.2547451,55.64709899,6.995843776,251,730,maize
24.86374934,65.7420046,5.714799723,223,740,maize
22.6265115,65.77472881,6.78073637,398,750,maize
18.04185513,60.61494304,5.513697923,304,760,maize
23.26237612,72.33125523,5.798423908,303,770,maize
22.88330922,71.59722446,6.352471866,315,780,maize
25.97482359,69.36385721,6.822586546,351,790,maize
26.14384005,66.20569924,6.655426355,223,800,maize
18.66116213,61.55327249,6.121294041,212,810,maize
25.10787449,55.97732754,5.790770203,363,820,maize
23.33844615,59.24580604,6.47444292,378,830,maize
25.08239719,65.92195844,6.455116637,229,840,maize
25.36768364,72.52054555,6.606984086,261,850,maize
25.34217103,63.31801994,6.330554389,372,860,maize
25.00933355,67.816568,6.528631266,267,870,maize
18.66746724,71.516474,5.721667141,223,880,maize
20.37999665,63.73849998,6.644205485,269,890,maize
18.09300227,72.61024172,6.376651091,207,900,maize
26.16985907,71.96246617,6.247040422,217,910,maize
18.65396672,61.37879671,6.656730008,337,920,maize
26.07470121,59.37147589,6.2048017,389,930,maize
18.92851916,72.80086137,6.158860284,277,940,maize
23.30546753,63.24648023,6.385684214,261,950,maize
18.74826712,62.49878458,6.417820493,363,960,maize
19.74213321,59.66263104,6.381201909,363,970,maize
25.73044432,70.74739256,6.877869005,358,980,maize
17.02498456,16.98861173,7.485996067,235,990,chickpea
19.02061277,17.13159126,6.920251378,332,1000,chickpea
17.88776475,15.40589717,5.996932037,380,1010,chickpea
18.86805647,15.65809214,6.391173589,359,1020,chickpea
18.36952567,19.56381041,7.152811172,291,10,chickpea
20.45078582,15.40312102,5.988992796,271,20,chickpea
20.6543203,16.60820843,6.231049028,323,30,chickpea
17.3348681,18.74926979,7.550808267,328,40,chickpea
18.17912258,18.90426935,7.010570541,236,50,chickpea
18.01272266,18.30968112,8.753795334,287,60,chickpea
20.99373558,19.33470387,8.718192847,219,70,chickpea
19.46233971,15.22538951,7.976607593,300,80,chickpea
19.81344531,14.69765308,6.515499549,217,90,chickpea
18.97424756,19.5161216,8.490127142,308,100,chickpea
18.19737048,14.71070537,6.576415562,229,110,chickpea
18.72963144,19.18197264,6.481783043,288,120,chickpea
20.99502153,19.8601304,7.966605025,312,130,chickpea
20.28155898,16.39535215,8.140825437,339,140,chickpea
17.48042641,15.7559405,7.228963452,214,150,chickpea
20.88818675,14.32313811,6.492546046,203,160,chickpea
17.08498521,16.14565756,7.528599957,299,170,chickpea
20.09340593,15.11279612,7.701446446,342,180,chickpea
17.57212145,14.99927489,8.519975748,294,190,chickpea
19.12065218,18.43475844,6.620900869,362,200,chickpea
18.57665902,19.22008229,8.104396058,373,210,chickpea
17.16606398,14.42457525,6.204090835,235,220,chickpea
18.2872007,16.67921616,6.051091339,295,230,chickpea
19.03025305,18.66725565,7.690962338,324,240,chickpea
17.1418614,17.0662427,7.829211144,384,250,chickpea
17.47809436,17.93253975,6.761599706,357,260,chickpea
20.56601874,14.25803981,6.654425315,226,270,chickpea
17.22385224,15.82069268,6.129533877,238,280,chickpea
19.69141713,19.44225438,8.829273328,347,290,chickpea
17.84851658,19.09172907,8.621662982,324,300,chickpea
18.8202251,16.1074793,8.204862075,342,310,chickpea
17.47500984,16.54314829,6.18042747,215,320,chickpea
18.72649425,17.58406365,7.978996755,242,330,chickpea
18.65580107,16.17772668,7.863113671,324,340,chickpea
18.2356751,19.68538502,6.967843048,238,350,chickpea
18.81198127,15.21618225,6.206582193,322,360,chickpea
18.65054116,17.80852431,8.868741443,256,370,chickpea
20.36720401,16.89574311,8.766128654,358,380,chickpea
18.38120357,16.63805158,8.736337905,215,390,chickpea
17.17012591,17.30457712,8.081095263,261,400,chickpea
19.37101121,15.77458129,6.138243973,374,410,chickpea
17.92845928,14.27327988,7.496645259,217,420,chickpea
19.45339934,18.23490739,8.380185271,360,430,chickpea
19.12829388,14.92241479,6.289614016,211,440,chickpea
19.1034283,17.26184541,6.586777189,368,450,chickpea
17.48504075,16.96070581,6.89655198,394,460,chickpea
19.40751744,18.98030507,7.806747656,364,470,chickpea
20.18649426,19.63719995,7.150681303,309,480,chickpea
17.30287885,15.15405941,6.64919573,200,490,chickpea
17.50361137,15.48083156,7.778591618,270,500,chickpea
18.17234999,14.70085967,6.358740355,255,510,chickpea
17.57445618,16.71826572,8.255450758,251,520,chickpea
20.93175255,18.91295403,6.456148474,308,530,chickpea
19.71098332,17.63879418,6.613072145,254,540,chickpea
19.07937684,17.86754927,8.165359297,380,550,chickpea
18.54988627,16.02542689,7.64867466,389,560,chickpea
18.19903647,17.41333199,6.545888558,347,570,chickpea
18.88852533,14.99451145,7.104224797,362,580,chickpea
18.49311205,14.72115044,7.358099622,348,590,chickpea
19.48974337,17.17260319,6.4740245,254,600,chickpea
17.25769499,18.74943955,7.840339389,397,610,chickpea
19.62416326,18.71483156,7.064790365,374,620,chickpea
20.67526473,19.85388984,7.599033472,326,630,chickpea
20.02381489,16.63294455,6.715587232,202,640,chickpea
20.1187446,14.44228303,6.81712422,282,650,chickpea
20.65691793,15.84572566,7.985417393,245,660,chickpea
19.2582557,14.2804191,7.545258424,323,670,chickpea
17.927806,15.85622899,7.728998197,371,680,chickpea
19.16288268,15.83500655,7.354973451,229,690,chickpea
20.26942271,19.96978871,7.313122235,245,700,chickpea
17.09104223,18.25142068,7.785039076,366,710,chickpea
17.06579293,17.54024066,6.307004923,310,720,chickpea
20.62767492,14.44008871,6.403982316,291,730,chickpea
20.8248451,17.85057083,7.599279991,354,740,chickpea
19.46210401,18.72831993,7.217018459,258,750,chickpea
17.18248372,16.42891834,7.561108006,265,760,chickpea
17.48911699,16.39055394,7.489545074,222,770,chickpea
17.48395377,14.76014523,6.609696734,261,780,chickpea
19.48316794,17.44534641,7.476800943,302,790,chickpea
19.71359733,18.09665739,7.325451279,294,800,chickpea
19.48649305,16.06240074,6.489389282,240,810,chickpea
19.95264829,14.82633099,7.786366322,347,820,chickpea
19.41789736,16.80472243,6.408437886,340,830,chickpea
19.45591848,18.02235902,8.423873703,259,840,chickpea
20.19137759,16.41998269,8.719960893,381,850,chickpea
18.8392908,14.74071856,7.811997977,365,860,chickpea
20.71219282,19.83643308,6.317153205,227,870,chickpea
18.99424448,15.9362937,7.114405288,355,880,chickpea
19.96837462,15.57324389,8.135900726,383,890,chickpea
17.81564548,17.60756635,7.714153038,392,900,chickpea
20.71424384,15.27824066,7.103798069,230,910,chickpea
17.34150229,18.75626255,8.861479668,321,920,chickpea
17.43732714,14.33847406,7.861128148,269,930,chickpea
18.89780215,19.76182946,7.4526709,255,940,chickpea
18.59190771,14.77959596,7.168096055,298,950,chickpea
18.31561493,15.36143547,7.26311855,293,960,chickpea
17.13692774,20.59541693,5.68597166,260,970,kidneybeans
19.63474332,18.90705639,5.759237003,256,980,kidneybeans
22.91350245,21.33953114,5.873171894,249,990,kidneybeans
16.43340342,24.24045875,5.926676985,214,1000,kidneybeans
22.13974653,23.02251117,5.95561668,389,1010,kidneybeans
17.84806561,18.77621951,5.949949081,320,1020,kidneybeans
19.88394011,20.31564139,5.789214289,330,10,kidneybeans
19.32509638,23.3334788,5.581021521,288,20,kidneybeans
18.4167001,23.42829938,5.689858133,354,30,kidneybeans
21.81167649,23.20591245,5.794158504,292,40,kidneybeans
19.72702528,18.28173015,5.748190463,274,50,kidneybeans
17.15432954,19.87070659,5.566522896,316,60,kidneybeans
19.62207826,18.67170854,5.809419584,358,70,kidneybeans
21.63149148,21.17919701,5.887263027,353,80,kidneybeans
16.06522754,18.72479695,5.99812453,380,90,kidneybeans
20.61162204,24.36314135,5.792744849,328,100,kidneybeans
21.42451099,20.39659714,5.912289889,225,110,kidneybeans
19.07096165,21.21092266,5.788386951,357,120,kidneybeans
21.18853178,19.63438599,5.728233081,364,130,kidneybeans
23.0429097,22.42610972,5.833940084,354,140,kidneybeans
20.65375833,23.10538637,5.967533236,233,150,kidneybeans
18.09551014,18.29318436,5.625096446,385,160,kidneybeans
18.23775702,21.07643273,5.515615023,335,170,kidneybeans
17.48189735,18.8251973,5.954665349,328,180,kidneybeans
19.9191786,21.47324158,5.74644777,337,190,kidneybeans
20.27514686,23.2353604,5.877347515,271,200,kidneybeans
15.77370214,19.2303162,5.979973965,370,210,kidneybeans
16.71170642,19.17651433,5.635993966,295,220,kidneybeans
17.66148158,18.15302753,5.635231778,221,230,kidneybeans
18.50692825,23.61670065,5.679224346,233,240,kidneybeans
24.51324787,20.81527638,5.670062975,295,250,kidneybeans
18.87614998,24.54038287,5.724242065,312,260,kidneybeans
21.59343016,20.31871249,5.811314232,314,270,kidneybeans
20.12373284,24.45202552,5.783425416,380,280,kidneybeans
15.43546065,18.37477907,5.607808432,363,290,kidneybeans
22.64236876,21.59396123,5.946999529,356,300,kidneybeans
21.98560799,24.87304788,5.852046999,219,310,kidneybeans
20.53052663,18.09224048,5.824090984,314,320,kidneybeans
15.78601387,21.14544088,5.502999119,288,330,kidneybeans
19.6365349,19.68751084,5.821649914,300,340,kidneybeans
20.57341244,19.7520218,5.711439256,268,350,kidneybeans
20.16080524,24.84207559,5.514927264,204,360,kidneybeans
21.53989176,24.25386207,5.99616119,294,370,kidneybeans
15.53834801,23.75560241,5.695422863,201,380,kidneybeans
19.91853092,20.70099804,5.833010958,294,390,kidneybeans
20.76952209,18.93146941,5.568456899,308,400,kidneybeans
23.46168338,23.22197648,5.645435626,222,410,kidneybeans
24.32116642,21.0278674,5.821194486,317,420,kidneybeans
20.12574053,24.96969858,5.659254981,391,430,kidneybeans
21.80619564,18.57086554,5.945465949,254,440,kidneybeans
19.52226241,24.92607153,5.951177452,205,450,kidneybeans
17.00067625,19.90790546,5.520880014,366,460,kidneybeans
16.78791503,24.96881755,5.578410206,200,470,kidneybeans
24.84906168,22.89464642,5.608165195,313,480,kidneybeans
16.51783455,20.4555596,5.609435128,250,490,kidneybeans
18.15300153,19.38602098,5.509295379,218,500,kidneybeans
23.18864385,22.3104551,5.902033406,279,510,kidneybeans
23.38002569,21.98879437,5.744117663,288,520,kidneybeans
18.358923,19.37703396,5.717143397,276,530,kidneybeans
19.25975367,20.51346956,5.542690119,321,540,kidneybeans
22.95458237,24.03553105,5.858617867,248,550,kidneybeans
20.120043,22.89845607,5.618844277,324,560,kidneybeans
21.14011423,22.7182355,5.606620346,315,570,kidneybeans
24.92360104,18.22590825,5.582178402,385,580,kidneybeans
15.33042636,24.91506728,5.56503533,236,590,kidneybeans
18.81097271,21.27833035,5.889614577,225,600,kidneybeans
23.44260668,22.77255917,5.934136378,314,610,kidneybeans
22.8352024,18.97267518,5.683548308,261,620,kidneybeans
24.9035819,22.27512704,5.70836603,336,630,kidneybeans
23.78709569,24.35679348,5.948164454,274,640,kidneybeans
22.05592283,19.60379304,5.774755144,240,650,kidneybeans
18.87492997,20.18238348,5.97229163,393,660,kidneybeans
18.62328774,23.02410338,5.532100554,298,670,kidneybeans
23.00884744,18.86880997,5.669560726,315,680,kidneybeans
19.33162606,24.13995025,5.655726817,251,690,kidneybeans
16.24469193,21.35793891,5.591704014,223,700,kidneybeans
17.91652287,24.90814655,5.932323085,398,710,kidneybeans
15.46789263,21.43780702,5.824208309,304,720,kidneybeans
17.06104474,23.77201471,5.86442953,303,730,kidneybeans
21.32776028,18.48522915,5.866744372,315,740,kidneybeans
23.90910104,20.74619325,5.706198621,351,750,kidneybeans
23.89756791,22.74378977,5.940546818,223,760,kidneybeans
22.98666928,20.57940608,5.916779289,212,770,kidneybeans
21.35135729,22.91244883,5.779090476,363,780,kidneybeans
24.1638445,19.27907819,5.82738029,378,790,kidneybeans
24.62835037,18.18325169,5.514234138,229,800,kidneybeans
21.02213209,24.93896255,5.662699104,261,810,kidneybeans
17.30844532,20.01730914,5.86390397,372,820,kidneybeans
23.82576704,24.75485098,5.624690248,267,830,kidneybeans
19.30607278,23.96362799,5.591560999,223,840,kidneybeans
16.03768615,22.33195853,5.976312538,269,850,kidneybeans
19.18572809,20.83398341,5.669236258,207,860,kidneybeans
19.92889503,21.79992115,5.961934481,217,870,kidneybeans
19.56376468,24.67385131,5.690065688,337,880,kidneybeans
18.31357543,24.32991649,5.698371311,389,890,kidneybeans
20.10993761,23.22323766,5.59503163,277,900,kidneybeans
23.60506572,21.90539577,5.525904526,261,910,kidneybeans
19.73136909,24.89487354,5.819403771,363,920,kidneybeans
20.93409877,21.1893007,5.562201934,363,930,kidneybeans
18.78226261,20.24768314,5.630664753,358,940,kidneybeans
36.51268371,57.92887167,6.03160778,235,950,pigeonpeas
36.89163721,62.73178224,5.269084669,332,960,pigeonpeas
29.23540524,59.38967583,5.985792703,380,970,pigeonpeas
27.33534897,43.35795962,6.09186275,359,980,pigeonpeas
21.0643684,55.46985938,5.624731338,291,990,pigeonpeas
30.33276599,42.35249879,6.446091759,271,1000,pigeonpeas
31.80130272,45.03186173,5.623490043,323,1010,pigeonpeas
33.18184225,38.23184742,5.864623352,328,1020,pigeonpeas
29.38538562,63.47742011,5.761702519,236,10,pigeonpeas
30.27374995,67.38680755,4.696518678,287,20,pigeonpeas
35.45790488,68.75810535,5.269504214,219,30,pigeonpeas
33.80020039,40.03262418,7.445444883,300,40,pigeonpeas
28.69180475,49.47225353,5.833031708,217,50,pigeonpeas
31.24021696,56.67369054,7.339320929,308,60,pigeonpeas
28.98039357,57.23265151,6.347929353,229,70,pigeonpeas
27.32198928,34.13737127,4.697750704,288,80,pigeonpeas
21.47607807,38.80023714,4.962661422,312,90,pigeonpeas
18.31910448,34.69776639,4.964887857,339,100,pigeonpeas
36.97794384,37.73992903,5.642813116,214,110,pigeonpeas
24.80467592,40.1242747,5.6093956,203,120,pigeonpeas
19.3479443,55.96805489,4.681576043,299,130,pigeonpeas
28.88302142,50.12323801,5.70951224,342,140,pigeonpeas
19.54314136,47.19188279,6.413543781,294,150,pigeonpeas
24.7741949,50.54621094,6.007508163,362,160,pigeonpeas
18.33124824,38.40975482,4.946369874,373,170,pigeonpeas
19.14729038,45.3733757,5.517208078,235,180,pigeonpeas
28.23416057,49.4421345,5.902103172,295,190,pigeonpeas
30.11812084,34.13307843,5.719889876,324,200,pigeonpeas
33.4126864,35.42910045,4.548202098,384,210,pigeonpeas
24.18553163,46.68746847,6.669529416,357,220,pigeonpeas
26.88630675,41.69617915,4.750929218,226,230,pigeonpeas
31.33170829,57.97429171,4.946263888,238,240,pigeonpeas
33.30711818,67.07780816,5.266227032,347,250,pigeonpeas
23.45379018,46.48714759,7.10959773,324,260,pigeonpeas
34.53823889,39.04468913,5.617008201,342,270,pigeonpeas
19.50112224,34.51086611,5.632353113,215,280,pigeonpeas
28.76794904,37.57792132,4.674941549,242,290,pigeonpeas
30.97758716,32.24914235,7.161797643,324,300,pigeonpeas
18.39759147,36.82639309,6.624966131,238,310,pigeonpeas
35.09357419,30.98685456,5.004074624,322,320,pigeonpeas
34.93174223,30.40046769,6.345806011,256,330,pigeonpeas
29.50523036,35.72032498,6.216814453,358,340,pigeonpeas
34.51934775,47.52980027,5.921666758,215,350,pigeonpeas
28.43430726,52.10010827,6.012719118,261,360,pigeonpeas
18.41645629,34.80541039,4.684079249,374,370,pigeonpeas
31.07508973,47.19847683,7.077170002,217,380,pigeonpeas
20.89342749,46.24856523,6.208843215,360,390,pigeonpeas
30.90607799,52.79913039,7.05181629,211,400,pigeonpeas
27.9348279,66.45457122,4.722222454,368,410,pigeonpeas
35.95176642,36.52780776,6.418062652,394,420,pigeonpeas
19.54317155,56.92831399,4.803564468,364,430,pigeonpeas
19.63736208,32.31528909,4.608695247,309,440,pigeonpeas
31.2192752,56.46868874,5.611510977,200,450,pigeonpeas
33.50876355,45.70976142,7.322097972,270,460,pigeonpeas
24.80710166,45.01110015,5.023115055,255,470,pigeonpeas
36.20970524,31.94550613,5.617122801,251,480,pigeonpeas
30.50420876,35.48885969,5.391560418,308,490,pigeonpeas
26.01630259,49.94704718,5.906596905,254,500,pigeonpeas
31.48469278,35.6395615,6.574209678,380,510,pigeonpeas
33.15122581,32.45974539,4.807776749,389,520,pigeonpeas
23.50222822,51.29019509,4.760038039,347,530,pigeonpeas
34.87248659,38.83786012,5.180271502,362,540,pigeonpeas
28.09269012,44.93322042,4.895927306,348,550,pigeonpeas
24.54757829,57.3414485,6.436160044,254,560,pigeonpeas
33.64769646,48.41490082,7.066087261,397,570,pigeonpeas
20.5591255,60.54880693,6.655918078,374,580,pigeonpeas
19.95991719,59.33157782,5.982854523,326,590,pigeonpeas
28.87667593,62.4901206,5.457871273,202,600,pigeonpeas
36.04353699,43.61444121,4.759490199,282,610,pigeonpeas
23.6734328,47.2879691,7.342409555,245,620,pigeonpeas
25.74679443,40.7192594,4.820788186,323,630,pigeonpeas
31.08564994,66.68832981,6.242052013,371,640,pigeonpeas
18.72987676,61.33186249,5.001038726,229,650,pigeonpeas
29.50304807,63.46513414,5.560224583,245,660,pigeonpeas
20.43517772,39.37252634,4.747352458,366,670,pigeonpeas
36.00415838,56.01334416,7.313517308,310,680,pigeonpeas
31.46846241,35.39454002,5.661826398,291,690,pigeonpeas
36.30049702,56.03021253,4.672437054,354,700,pigeonpeas
29.49096726,67.10604388,6.471862118,258,710,pigeonpeas
30.5753044,34.75591197,5.384762927,265,720,pigeonpeas
24.69487673,59.96669215,5.859813416,222,730,pigeonpeas
23.17409556,36.67847052,6.962386495,261,740,pigeonpeas
19.04380471,33.10695144,6.12166671,302,750,pigeonpeas
29.32379604,45.93248374,6.421748487,294,760,pigeonpeas
34.6455408,54.32342534,4.828936119,240,770,pigeonpeas
21.9989826,56.31006755,6.98571967,347,780,pigeonpeas
22.99774444,60.24218572,4.603563116,340,790,pigeonpeas
30.55992394,35.29006485,6.979540061,259,800,pigeonpeas
31.46417866,48.17631461,7.064973419,381,810,pigeonpeas
25.95058595,40.58227261,5.16516459,365,820,pigeonpeas
21.01142393,69.69141302,5.111488821,227,830,pigeonpeas
19.25100056,47.70351758,5.374358869,355,840,pigeonpeas
19.24462755,50.54495302,5.671419084,383,850,pigeonpeas
22.47253208,62.56532471,5.667419697,392,860,pigeonpeas
36.75087487,58.25799145,6.07938452,230,870,pigeonpeas
29.89286629,66.35375127,6.931924963,321,880,pigeonpeas
29.37735586,44.82294584,6.842744374,269,890,pigeonpeas
29.65052947,42.89833235,6.876572503,255,900,pigeonpeas
19.54284889,66.34777265,6.151029296,298,910,pigeonpeas
20.04611791,48.93905624,4.567446499,293,920,pigeonpeas
27.91095209,64.70930606,3.692863601,260,930,mothbeans
27.32220619,51.27868781,4.371745575,256,940,mothbeans
28.66024187,59.3189118,8.399135958,249,950,mothbeans
29.02955344,61.09387478,8.840656256,214,960,mothbeans
27.78031515,54.65030015,8.153022903,389,970,mothbeans
31.99928579,54.1077461,5.270749441,320,980,mothbeans
27.33580911,55.27755933,8.050304395,330,990,mothbeans
28.92952635,53.57014709,9.679240873,288,1000,mothbeans
27.65472156,58.59986279,6.974978386,354,1010,mothbeans
28.52396666,55.77264351,7.39389918,292,1020,mothbeans
31.02215872,45.89239456,6.68727523,274,10,mothbeans
